"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"institution_index__inst_id"	"investigator_index__inv_id"	"institution_data__INSTITUTION_NAME"
"R429"	"Common Scab – Irrigation and Suppressive Soils"	"http://potatoes.ahdb.org.uk//publications/r429-common-scab-%E2%80%93-irrigation-and-suppressive-soils"	"2009"	"2010"	"The methods to study bacterial communities which had been developed in previous projects were progressed further. They were used with the aim of identifying specific populations of soil-inhabiting bacteria that respond to irrigation and may be mediating the suppressive effect of irrigation on common scab symptoms. In some situations, there were differences in the composition of the bacterial communities between tubers from irrigated versus unirrigated plots. However, the only bacterial grouping that increased in abundance in irrigated soils in more than one trial was Flavobacteriales. Key Words Common scab, irrigation, Streptomyces"	"146"	"Thwaites, Richard"	"-1"	"-1"	"FERA"
"R430"	"Reducing the impact of Sclerotinia"	"http://potatoes.ahdb.org.uk//publications/r430-reducing-impact-sclerotinia-link"	"2009"	"2012"	"Aim: To improve the control of Sclerotinia disease for susceptible crops in the rotation, thereby reducing the impact of Sclerotinia disease on arable rotations, vegetable crops and land use. Industry Challenge Sclerotinia disease caused by the fungus Sclerotinia sclerotiorum is an increasing problem in the UK. It causes significant losses in arable and vegetable crops in the rotation, including oilseed rape, peas, spring beans, potatoes, lettuce and carrots.  If this trend continues, rotations will become more limited and it may ultimately become uneconomic to produce some susceptible crops in the UK. S. sclerotiorum has two lifecycle phases targeted by control measures: airborne spores and long-lived resting bodies (sclerotia). Current control relies on foliar fungicides which prevent infection by airborne spores, but there is scope to improve both targeting of fungicides and treatments to soil. If a reduction in soil inoculum can be achieved, there may be greater potential to include more than one susceptible crop in rotations. Collaboration ADAS, BASF, Belchim, Burkard, Home Grown Cereals Authority (HGCA) , Horticultural Development Council (HDC), Microzone, National Pollen and Aerobiology Research Unit, Rothamsted Research, Processors and Growers Research Organisation, SAC, Velcourt Group plc and Warwick Crop Centre (formerly Warwick-HRI) Aims and Approach The main long-term benefit of this project is therefore to safeguard UK production capacity. The objectives are as follows: a) Improve timing of fungicide applications, based on airborne inoculum detection and/or weather data. b) Quantify the effect of soil management and crop rotation on sclerotinia disease.   c) Evaluate fungicide timing according to inoculum detection and/or disease forecasting across a range of crops and locations in GB Reports The final report is available via the AHDB HGCA website. R430 Sclerotinia FINAL  "	"146"	"Young, Caroline"	"-1"	"-1"	"ADAS"
"R424"	"Sustainable and effective control of potato blight: matching fungicide inputs to cultivar resistance level"	"http://potatoes.ahdb.org.uk//publications/r424-matching-blight-fungicides-and-cultivar-resistance-link"	"2009"	"2012"	"Aim: To provide the potato industry with the robust information required to allow substantial use of integrated control without compromising the control of blight. Industry Challenge Pesticides usage survey data shows that potato crops in the UK receive, on average, ten blight sprays at close to the full label recommended dose. Control of potato late blight is going to become more difficult in the UK in future because of the impact of climate change and evolution in the P. infestans population towards increased virulence, aggressiveness and fungicide insensitivity. Continuing to rely so heavily on repeated applications of fungicide for control will not be effective and greater use will need to be made of cultivar resistance in an integrated control strategy, which does not compromise control and offers economic benefits. The work of this project will be equally relevant to ware and seed crop, for early and main crop production and for processing and non-processing crops. The outcomes from the work would help the UK potato industry meet the requirements of the EU Thematic Strategy on the sustainable use of pesticides. Collaboration ADAS, Branston, Bayer Crop Sciences, Greenvale AP, Higgins Agriculture, SAC, JHI, Syngenta Crop Protection. Approach This project further develops the work of project R293 which examined the effect of fungicide inputs on cultivars with different resistance ratings.  a) Model the interaction of host resistance with fungicide product, dose and spray interval. b) Evaluate the performance of different levels of integrated blight control against a routine standard during growing seasons with different levels and patterns of risk. c) Provide robust information on the resistance of important varieties to the contemporary UK population of P. infestans. d) Determine the impact of cultivar resistance to foliar blight on the persistence of protection afforded by doses of different products. Reports and Key Words"	"146"	"Bain, Ruairidh"	"-1"	"-1"	"SAC"
"R423"	"Blight Population Changes"	"http://potatoes.ahdb.org.uk//publications/r423-blight-population-changes"	""	""	"Aim: To monitor changes in the population structure of Phytophthora infestans but will also determine the likely impact of the characteristics of the population in terms of disease incidence, severity and control. Aims and Approach Previous AHDB Potatoes-funded work, using samples submitted by blight scouts, had shown that British late blight populations had changed over time. This project was commissioned to study the characteristics of the current populations and assess whether the changes may have implications for disease incidence, severity and control. Lab tests examined a series of key characteristics of the late blight pathogen (P. infestans) including; aggressiveness, response to different temperature and humidity regimes, type of spore germination and their ability to infect and survive on potato tubers.  The survival of P. infestans sexual oospores was investigated in a long-term study that involved field burial and recovery of samples that were tested for their viability in several different bioassays. The competitive ability of different pathogen lineages was also examined in a field trial in which a late blight epidemic was initiated and carefully tracked. Key Findings and Recommendations The detailed conclusions are provided in the R423 final report (below). Practical recommendations include:  Smith criteria remain a useful indication of risk of pathogen infection and disease spread on a regional basis. However, this study has shown that the criteria should be revised and that growers should be aware of the local environmental conditions are very important factors in considering disease risk and that infection can occur in a crop in the absence of a reported Smith period. There is no evidence from the tuber blight studies that the current pattern of use of zoospore-active and sporangia-active fungicides needs to be modified to accommodate the population change. Oospore inoculum is important in some regions of Europe but, within the GB industry, the risks remain low.  This is, in part, due to the nature of the P. infestans population and, in part, due to long rotations.  Growers should remain aware of the threat and keep rotations as long as possible to allow oospore inoculum to degrade. Modelling approaches to predicting of early infections and risks of disease spread have great potential to improve decision support and AHDB Potatoes is funding further work in this area (PhD studentship 115R471). Monitoring of GB late blight populations using samples submitted by blight scouts is ongoing and a summary of the 2014 and 2015 seasons' Fight Against Blight (FAB) data are provided below. Report"	"146"	"Cooke, David"	"-1"	"-1"	"James Hutton Institute (JHI)"
"R422"	"Informing management of potato diseases through epidemiology and diagnostics"	"http://potatoes.ahdb.org.uk//publications/r422-international-diagnostics-collaboration"	"2009"	"2012"	"Aim: To improve the interpretation of diagnostic test results for Rhizoctonia solani and Spongospora subterranea using data from a wide range of environments (including Australia, New Zealand, South Africa). Industry Challenge There had been several projects in GB prior to 2010, mostly funded by AHDB Potatoes, examining the use of DNA-based tests to study potato blemish diseases. The results from a couple of the projects contributed to the development of a black dot risk assessment guide. Attempts to develop a risk assessment for black scurf and stem canker, incorporating the results DNA-based tests for Rhizoctonia solani, had proved to be more difficult Collaboration During 2010- 2012 AHDB Potatoes-funded researchers participated in an international collaboration to improve the reliability and interpretation of results from DNA-based diagnostic tests. The programme of work involved researchers in GB, Australia, South Africa and New Zealand. The collaboration allowed a greater range of experiments to be completed whilst ensuring that there was no duplication of effort on diagnostics development. The main focus of the work was soil and seed borne diseases including powdery scab, Rhizoctonia and common scab, although black dot and root knot nematode (Meloidogyne fallax) diagnostics have also been studied. The Australian component of the diagnostics work continued until winter 2014. Risk assessments based on DNA-based soil test results have been validated on commercial crops in South Australia, Victoria and Tasmania.  The tests are being offered as a commercial service (PreDicta Pt) in Australia and provide an indication of the risk of powdery scab, black dot and root knot nematode (M. fallax). DNA levels of Streptomyces txtA gene (associated with the development of common scab), R. solani AG3, R. solani AG2.1, Meloidogyne hapla and Verticillium dahliae are reported. However, these results are provided for information only as sensitivity and risk categories are not available for these tests. DNA-based tests for some of the pathogens (eg black dot, powdery scab) are also offered by research providers such as Fera and SRUC in GB. These were developed using results from a range of trials carried out in GB. It has not proven possible to develop risk assessments for R. solani based on soil test results, primarily because the research work in GB identified cases where soil samples tested negative for R. solani but disease caused by the pathogen subsequently developed in the crop. These anomalies are attributed to the distribution of R. solani in soil, which may mean that soil sampling protocols suitable for other soil borne pathogens do not apply to R. solani. Reports and other information Once the final report on the Australian work has been published it will be available on request via AHDB Potatoes. The final report of the British component of the project and a review of information on R. solani are available below. The Australian project (PT09023) is part of the broader Australian Potato Research Program Phase 2 (APRP2), conducted for the Australian processing potato industry. The program is funded by Horticulture Australia Limited (HAL) using the National Processed Potato Levy, voluntary contributions from industry, and matched funds from the Australian Government."	"146"	"Lees, Alison"	"-1"	"-1"	"James Hutton Institute (JHI) (formerly SCRI)"
"R421"	"Spongospora subterranea Genetic Diversity"	"http://potatoes.ahdb.org.uk//publications/r421-spongospora-subterranea-genetic-diversity"	""	""	"Global genetic characterisation of the powdery scab pathogen Introduction Powdery scab is one of the most serious diseases of potatoes wherever intensive potato cropping is carried out. It is caused by the pathogen Spongospora subterranea - which may be seed-borne or soil-borne. Consequently planting disease-free and uncontaminated seed-tubers in infested soil; or infected or contaminated tubers in uninfested soil can both lead to the development of disease symptoms.  Transporting diseased potatoes or contaminated soil has probably been the main route of spread of S. subterranea.  Given this, the extent of the genetic diversity of S. subterranea in different locations is difficult to predict. However, knowing about its diversity could be useful, for example when plant breeders are looking for sources of resistance to pathogens it is useful to know how genetically variable the pathogens are, as it may impact on the durability of resistance. AHDB Potatoes was one of several international sponsors who provided support for a PhD student to carry out research on the genetic diversity of S. subterranea. Results from her work are summarised below. Global study This study is the first to characterise the powdery scab pathogen on a global scale. Collections of the pathogen were obtained from 19 countries, from all continents (Figure 1). Close to 700 samples (from tuber lesions or root galls) were analysed using molecular techniques. Collections from South America were variable (six “strains” were differentiated), while collections from almost all other areas of the world were genetically identical to each other. This indicates that the pathogen probably originated in the highlands of northern South America (where greatest diversity occurs), the same area where potatoes were first developed as food crops. Figure 1. World map showing sources of collections of the powdery scab pathogen. Computer analysis procedures were used to test different scenarios of pathogen evolution and spread around the world. The pathogen was probably transported out of South America during the 1500s, when the conquistadors introduced potatoes to Europe. Only a very few original introductions from South America to Europe were likely, which accounts for the very low diversity in all countries other than in South America. Further spread probably occurred when European colonialists took potatoes from Europe to other areas. More recently, the export of seed potatoes from Europe has probably caused further dissemination of the pathogen. Implications for potato breeding The low diversity of the pathogen in all areas except South America has important implications. Potato breeders working to develop powdery scab resistant cultivars who are working in areas outside South America can proceed with the knowledge that the pathogen they are selecting against is genetically very uniform. This suggests that cultivars selected for resistance to powdery scab in one area are likely to be resistant in most other areas of the world. South America is likely to be a good area to find potato varieties that are resistant to powdery scab. Plant types from that area are likely to have been exposed to different strains of the pathogen and may possess usefully broad resistant characteristics. Another important outcome is that spread of different strains from South America to other countries should be prevented. This emphasises that plant quarantine regulations should be robust particularly to prevent import of potentially infested soil or plant material from South America. October 2013 Dr Rebecca Gau worked in Switzerland at the Eidgenössische Technische Hochschule (ETH) in Zurich, and in New Zealand at the NZ Institute for Plant & Food Research at Lincoln. Dr Gau examined genetic variation in the powdery scab pathogen, and how the pathogen has dispersed around the world. Dr Gau’s project was supervised by Dr Ueli Merz, Dr Patrick Brunner and Prof Richard Falloon, and was funded by the ETH; Horticulture Australia Ltd; AHDB Potatoes; the New Zealand Ministry for Science and Innovation; Potatoes New Zealand (Horticulture New Zealand); and the Swiss Ministry for Agriculture. Details of Dr Gau’s research have been published by PLoS ONE and are available online"	"146"	"Merz, Ueli"	"-1"	"-1"	"ETH Zurich"
"R417"	"Sequencing the 'gene space' of potato chromosome IV, comparative analysis with tomato and development of a gene-based mapping platform"	"http://potatoes.ahdb.org.uk//publications/r417-potato-genome"	"2008"	"2011"	"Aim: A project funded by Defra, AHDB Potatoes, Scottish Government and BBSRC to support the British component of the Potato Genome Sequencing Consortium. Industry Challenge The genome sequence could provide the information to improve the dietary and commercial qualities of the potato, through the identification of genes controlling quality, appearance, nutritional value etc. Commercial growers can be applying up to 20 fungicide sprays per season to control disease, and the UK potato crop currently consumes half of the total irrigation water used. Through identification of candidate genes for biotic and abiotic stress resistance the potato genome sequence has the potential to provide solutions to these issues and may help to minimise the environmental impact and mitigate the effects of climate change. Collaboration James Hutton Institute (JHI) formerly SCRI, University of Dundee Approach The Potato Genome Sequencing Consortium (PGSC) is an international collaboration and aims to determine the sequencing of the 'gene-rich' regions of the potato genome by the end of 2010. The UK will only be sequencing chromosome IV. The potato genome is very similar to tomato (also a member of the Solanaceae) and as the UK is also sequencing tomato chromosome IV, this will enable highly detailed comparative sequence analysis of these two crop species. Moreover, by studying gene and genome sequence data a 'genetic marker' system can be created based on small DNA variations between different varieties. This will allow the examination of a large number of genes and the variation between varieties with different characteristics. Reports and Key Words"	"146"	"Bryan, Glen"	"-1"	"-1"	"James Hutton Institute (JHI) (formerly SCRI)"
"R415"	"Potential impacts of loss of pesticides on the GB potato industry."	"http://potatoes.ahdb.org.uk//publications/r415-pesticide-availability"	"2008"	"2009"	"Aim: To identify the most economically significant threats to production, due to the reduced availability of pesticides in the next 5-10 years, in order to inform priorities for levy investment. The availability, efficacy and desirability of pesticides for the control of weeds, pests and disease in GB potatoes is under pressure. The project was carried out in parallel with a similar study commissioned by HGCA and the approaches taken were compatible with those of the HGCA investigation so as to provide information on national consequences of the loss of availability of active ingredients. The information has been displayed in a matrix format that can be updated according to changes in the availability of active ingredients."	"146"	"Clarke, James"	"-1"	"-1"	"ADAS"
"R291"	"Testing potato varieties for susceptibility to PMTV"	"http://potatoes.ahdb.org.uk//publications/r291-pmtv-screening"	"2007"	"2008"	"Aim: To determine if field trials, using PMTV-free tubers planted into naturally infested field soils, can be used to provide reliable information on variety susceptibility to PMTV. At present, only limited and anecdotal evidence exists on the relative susceptibility of potato cultivars to potato mop top virus (PMTV) and to symptom expression on plants and tubers.  Therefore work is needed to establish the relative susceptibility of the most popular cultivars, particularly the extent to which infection may occur without symptom development (symptomless infection). However, the complex epidemiology of PMTV makes it more difficult to assess cultivar susceptibility employing the type of pot-tests generally used for disease testing.  Ten GB grown cultivars were planted at two sites, in each of two years and a programme of testing samples of soil and tubers pre-planting and post-harvest was carried out. The recommendations from the work include: 1. Testing potato varieties for susceptibility to PMTV should concentrate on assessing susceptibility to transmission and spraing over one season by exposing test material to infection from inoculum in the growing medium. The development of foliar symptoms is significantly influenced by environmental conditions and is a poor indicator of PMTV infection and, thus, not a suitable tool for assessing varietal resistance. 2.  If a field test is used for varietal testing, the plot area should be tested for PMTV before planting to ensure that inoculum is uniformly distributed across the intended area.  However, the current test using tomato as bait plant followed by detection of PMTV in roots by real time PCR cannot give an accurate assessment of the amount of infestation in the soil because the bait plant acts as an enrichment step distorting the amount of inoculum originally in the sample. A pot test, using amended compost, could be considered as an alternative to conducting field tests but further work is required to establish the reproducibility of the test. 3. Tests should be conducted for more than one year because differences amongst varieties in susceptibility to PMTV infection, as with the ten tested here, may be relatively small and differences in respect to spraing appeared to be variable amongst years and trials. The reasons for this variability in spraing reaction are unclear and factors affecting spraing development may merit further investigation, both for testing and grower management purposes. 4.  Planting PMTV-infected seed in clean land gave variable results in terms of infesting the soil and the risks involved for growers merit further study.  Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"SASA"
"R291"	"Testing potato varieties for susceptibility to PMTV"	"http://potatoes.ahdb.org.uk//publications/r291-pmtv-screening"	"2007"	"2008"	"Aim: To determine if field trials, using PMTV-free tubers planted into naturally infested field soils, can be used to provide reliable information on variety susceptibility to PMTV. At present, only limited and anecdotal evidence exists on the relative susceptibility of potato cultivars to potato mop top virus (PMTV) and to symptom expression on plants and tubers.  Therefore work is needed to establish the relative susceptibility of the most popular cultivars, particularly the extent to which infection may occur without symptom development (symptomless infection). However, the complex epidemiology of PMTV makes it more difficult to assess cultivar susceptibility employing the type of pot-tests generally used for disease testing.  Ten GB grown cultivars were planted at two sites, in each of two years and a programme of testing samples of soil and tubers pre-planting and post-harvest was carried out. The recommendations from the work include: 1. Testing potato varieties for susceptibility to PMTV should concentrate on assessing susceptibility to transmission and spraing over one season by exposing test material to infection from inoculum in the growing medium. The development of foliar symptoms is significantly influenced by environmental conditions and is a poor indicator of PMTV infection and, thus, not a suitable tool for assessing varietal resistance. 2.  If a field test is used for varietal testing, the plot area should be tested for PMTV before planting to ensure that inoculum is uniformly distributed across the intended area.  However, the current test using tomato as bait plant followed by detection of PMTV in roots by real time PCR cannot give an accurate assessment of the amount of infestation in the soil because the bait plant acts as an enrichment step distorting the amount of inoculum originally in the sample. A pot test, using amended compost, could be considered as an alternative to conducting field tests but further work is required to establish the reproducibility of the test. 3. Tests should be conducted for more than one year because differences amongst varieties in susceptibility to PMTV infection, as with the ten tested here, may be relatively small and differences in respect to spraing appeared to be variable amongst years and trials. The reasons for this variability in spraing reaction are unclear and factors affecting spraing development may merit further investigation, both for testing and grower management purposes. 4.  Planting PMTV-infected seed in clean land gave variable results in terms of infesting the soil and the risks involved for growers merit further study.  Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"FERA"
"R411"	"Extending the scope of modern potato diagnostics and their interpretation"	"http://potatoes.ahdb.org.uk//publications/r411-potato-diagnostics"	"2008"	"2009"	"Aim: To improve the interpretation of diagnostic test results for Rhizoctonia solani and Spongospora subterranea This project seeks to extend the commercialisation and interpretation of diagnostic tests for specific soil- and tuber-borne diseases. It builds on two successful previous projects -on black dot and the development of diagnostic tests. The project consists of four modules, each of which will enhance the diagnostic tests already developed. The first module relates to proficiency testing of labs offering diagnostic services.The second module relates to soil sampling for soil-borne R. solani. Previous work has indicated that whilst diagnostic tests can accurately detect the pathogen, the soil sampling procedures currently used may not be suitable. The third module is part of a European-wide project looking at infection of potato by Spongospora subterranea, which causes powdery scab,  in relation to variety and environmental conditions. Results from this module of the project will enhance interpretation of the soil test for powdery scab. The final module of the project will investigate the potential for multiplexing tests for soil-borne potato pathogens, thus improving efficiency of testing with resultant reductions in cost. Reports and Key Words"	"146"	"Wale, Stuart"	"-1"	"-1"	"SAC"
"R411"	"Extending the scope of modern potato diagnostics and their interpretation"	"http://potatoes.ahdb.org.uk//publications/r411-potato-diagnostics"	"2008"	"2009"	"Aim: To improve the interpretation of diagnostic test results for Rhizoctonia solani and Spongospora subterranea This project seeks to extend the commercialisation and interpretation of diagnostic tests for specific soil- and tuber-borne diseases. It builds on two successful previous projects -on black dot and the development of diagnostic tests. The project consists of four modules, each of which will enhance the diagnostic tests already developed. The first module relates to proficiency testing of labs offering diagnostic services.The second module relates to soil sampling for soil-borne R. solani. Previous work has indicated that whilst diagnostic tests can accurately detect the pathogen, the soil sampling procedures currently used may not be suitable. The third module is part of a European-wide project looking at infection of potato by Spongospora subterranea, which causes powdery scab,  in relation to variety and environmental conditions. Results from this module of the project will enhance interpretation of the soil test for powdery scab. The final module of the project will investigate the potential for multiplexing tests for soil-borne potato pathogens, thus improving efficiency of testing with resultant reductions in cost. Reports and Key Words"	"146"	"Wale, Stuart"	"-1"	"-1"	"JHI"
"R411"	"Extending the scope of modern potato diagnostics and their interpretation"	"http://potatoes.ahdb.org.uk//publications/r411-potato-diagnostics"	"2008"	"2009"	"Aim: To improve the interpretation of diagnostic test results for Rhizoctonia solani and Spongospora subterranea This project seeks to extend the commercialisation and interpretation of diagnostic tests for specific soil- and tuber-borne diseases. It builds on two successful previous projects -on black dot and the development of diagnostic tests. The project consists of four modules, each of which will enhance the diagnostic tests already developed. The first module relates to proficiency testing of labs offering diagnostic services.The second module relates to soil sampling for soil-borne R. solani. Previous work has indicated that whilst diagnostic tests can accurately detect the pathogen, the soil sampling procedures currently used may not be suitable. The third module is part of a European-wide project looking at infection of potato by Spongospora subterranea, which causes powdery scab,  in relation to variety and environmental conditions. Results from this module of the project will enhance interpretation of the soil test for powdery scab. The final module of the project will investigate the potential for multiplexing tests for soil-borne potato pathogens, thus improving efficiency of testing with resultant reductions in cost. Reports and Key Words"	"146"	"Wale, Stuart"	"-1"	"-1"	"FERA"
"R407"	"AHDB Potatoes Independent Variety Trials (IVT) Programme 2008-11"	"http://potatoes.ahdb.org.uk//publications/r407-independent-variety-trials-2008-2010"	"2008"	"2011"	"Aim: To provide independent testing of varieties of foliage late blight, black scurf, black dot, silver scurf and skin spot. New potato varieties undergoing UK National List (NL) testing and Common Catalogue varieties intended for GB potato production will be tested independently by SASA and SAC for susceptibility to foliage late blight in the field, black scurf, black dot, silver scurf and skin spot.  SCRI will provide facilities for field blight testing as well as contributing to methodology for testing for disease resistance.  Data analysis will be conducted by BioSS, which is responsible for analysis of NL data.  Final results will be published by SASA directly on the online AHDB Potatoes Potato Variety database from which pdf pages can be printed. See also www.potato.org.uk/varieties Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"SASA"
"R407"	"AHDB Potatoes Independent Variety Trials (IVT) Programme 2008-11"	"http://potatoes.ahdb.org.uk//publications/r407-independent-variety-trials-2008-2010"	"2008"	"2011"	"Aim: To provide independent testing of varieties of foliage late blight, black scurf, black dot, silver scurf and skin spot. New potato varieties undergoing UK National List (NL) testing and Common Catalogue varieties intended for GB potato production will be tested independently by SASA and SAC for susceptibility to foliage late blight in the field, black scurf, black dot, silver scurf and skin spot.  SCRI will provide facilities for field blight testing as well as contributing to methodology for testing for disease resistance.  Data analysis will be conducted by BioSS, which is responsible for analysis of NL data.  Final results will be published by SASA directly on the online AHDB Potatoes Potato Variety database from which pdf pages can be printed. See also www.potato.org.uk/varieties Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"SAC"
"R407"	"AHDB Potatoes Independent Variety Trials (IVT) Programme 2008-11"	"http://potatoes.ahdb.org.uk//publications/r407-independent-variety-trials-2008-2010"	"2008"	"2011"	"Aim: To provide independent testing of varieties of foliage late blight, black scurf, black dot, silver scurf and skin spot. New potato varieties undergoing UK National List (NL) testing and Common Catalogue varieties intended for GB potato production will be tested independently by SASA and SAC for susceptibility to foliage late blight in the field, black scurf, black dot, silver scurf and skin spot.  SCRI will provide facilities for field blight testing as well as contributing to methodology for testing for disease resistance.  Data analysis will be conducted by BioSS, which is responsible for analysis of NL data.  Final results will be published by SASA directly on the online AHDB Potatoes Potato Variety database from which pdf pages can be printed. See also www.potato.org.uk/varieties Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"SCRI"
"R407"	"AHDB Potatoes Independent Variety Trials (IVT) Programme 2008-11"	"http://potatoes.ahdb.org.uk//publications/r407-independent-variety-trials-2008-2010"	"2008"	"2011"	"Aim: To provide independent testing of varieties of foliage late blight, black scurf, black dot, silver scurf and skin spot. New potato varieties undergoing UK National List (NL) testing and Common Catalogue varieties intended for GB potato production will be tested independently by SASA and SAC for susceptibility to foliage late blight in the field, black scurf, black dot, silver scurf and skin spot.  SCRI will provide facilities for field blight testing as well as contributing to methodology for testing for disease resistance.  Data analysis will be conducted by BioSS, which is responsible for analysis of NL data.  Final results will be published by SASA directly on the online AHDB Potatoes Potato Variety database from which pdf pages can be printed. See also www.potato.org.uk/varieties Reports and Key Words"	"146"	"Carnegie, Stuart"	"-1"	"-1"	"BioSS"
"R293"	"Exploring the potential for cost savings through matching blight fungicide inputs to cultivar resistance"	"http://potatoes.ahdb.org.uk//publications/exploring-potential-cost-savings-through-matching-blight-fungicide-inputs-cultivar-0"	"2007"	"2008"	"Aim: To demonstrate the effectiveness of fungicide control on cultivars with a wide range of foliar blight resistance ratings, and to meet the requirements of the EU Thematic Strategy on the sustainable use of pesticides. In 2006, the researchers studied the levels of foliar blight, tuber blight and blight-free yield for two different varieties when a  range of commercial blight fungicides were applied at fixed seven and ten-day intervals. The varieties were King Edward and Saturna at SAC, and King Edward and Maris Piper at ADAS The blight-free yield results at SAC showed that a foliar blight rating of 4 (for Saturna) compared with 3 (for King Edward) can substantially reduce the importance of spray interval and also fungicide product. Further work was carried out in 2007 to determine the level of blight control for different levels of fungicide input on cultivars representing different classes of foliar blight resistance. Full label rate and three quarter rate of three fungicide products were evaluated at 7 and 10 day intervals on three representative cultivars during canopy complete stage through to desiccation. The long term aim is to produce a robust data set to help the GB potato industry meet the requirements of the EU Thematic Strategy on the sustainable use of pesticides. For details of the results from the 2006 trials follow the link for related project 807/242. For the report on the 2007 trials see the Related Publication below. Reports and Key Words"	"146"	"Bain, Ruairidh"	"-1"	"-1"	"SAC"
"R293"	"Exploring the potential for cost savings through matching blight fungicide inputs to cultivar resistance"	"http://potatoes.ahdb.org.uk//publications/exploring-potential-cost-savings-through-matching-blight-fungicide-inputs-cultivar-0"	"2007"	"2008"	"Aim: To demonstrate the effectiveness of fungicide control on cultivars with a wide range of foliar blight resistance ratings, and to meet the requirements of the EU Thematic Strategy on the sustainable use of pesticides. In 2006, the researchers studied the levels of foliar blight, tuber blight and blight-free yield for two different varieties when a  range of commercial blight fungicides were applied at fixed seven and ten-day intervals. The varieties were King Edward and Saturna at SAC, and King Edward and Maris Piper at ADAS The blight-free yield results at SAC showed that a foliar blight rating of 4 (for Saturna) compared with 3 (for King Edward) can substantially reduce the importance of spray interval and also fungicide product. Further work was carried out in 2007 to determine the level of blight control for different levels of fungicide input on cultivars representing different classes of foliar blight resistance. Full label rate and three quarter rate of three fungicide products were evaluated at 7 and 10 day intervals on three representative cultivars during canopy complete stage through to desiccation. The long term aim is to produce a robust data set to help the GB potato industry meet the requirements of the EU Thematic Strategy on the sustainable use of pesticides. For details of the results from the 2006 trials follow the link for related project 807/242. For the report on the 2007 trials see the Related Publication below. Reports and Key Words"	"146"	"Bain, Ruairidh"	"-1"	"-1"	"ADAS"
"R272"	"Integration of precision irrigation and non-water based measures to suppress common scab of potato"	"http://potatoes.ahdb.org.uk//publications/r272-common-scab-joint-funded-link-project"	"2006"	"2009"	"The identity of Streptomyces species occurring in soil and tuber samples collected during the project was determined. Two of these species, S. acidiscabies and S. turgidiscabies, were new records for the UK. Different pathogenic Streptomyces species could often be detected on the same tuber and in the same common scab lesions.  The role of seed-borne Streptomyces in common scab development was confirmed to be minor in comparison with that of soil-borne inoculum. Prediction of the likelihood of disease development from streptomycete populations in soil pre-planting is likely to be unreliable as pathogenic Streptomyces populations were often undetectable in the soil before planting, even in plots where disease subsequently developed. The changes in populations of other non-pathogenic bacteria (actinomycetes) were monitored alongside the pathogenic species. This was done to test the hypothesis that the ratio of pathogenic : non-pathogenic bacteria is important in scab control. In the field trials, the build -up of pathogenic Streptomyces species on initiating tubers and the resulting common scab levels varied from field to field and appeared to be inversely related to the total actinomycete activity of the soil during tuber initiation. Non-water based control measures (soil amendments with sulphur or rapeseed meal) did not have consistent beneficial effects in reducing common scab on tubers. Work to study the effects of irrigation timing and frequency on scab incidence and severity; and methods to study the whole microbial community on tuber peel were developed further in projects R429 and R448.  The project was sponsored by Defra through the Sustainable Arable LINK programme with funding from the AHDB Potatoes, Cobrey Farms, Branston Ltd, QV Foods Ltd and Wroot Water Systems. Key Words common scab, irrigation, Streptomyces"	"146"	"Elphinstone, John"	"-1"	"-1"	"FERA"
"R272"	"Integration of precision irrigation and non-water based measures to suppress common scab of potato"	"http://potatoes.ahdb.org.uk//publications/r272-common-scab-joint-funded-link-project"	"2006"	"2009"	"The identity of Streptomyces species occurring in soil and tuber samples collected during the project was determined. Two of these species, S. acidiscabies and S. turgidiscabies, were new records for the UK. Different pathogenic Streptomyces species could often be detected on the same tuber and in the same common scab lesions.  The role of seed-borne Streptomyces in common scab development was confirmed to be minor in comparison with that of soil-borne inoculum. Prediction of the likelihood of disease development from streptomycete populations in soil pre-planting is likely to be unreliable as pathogenic Streptomyces populations were often undetectable in the soil before planting, even in plots where disease subsequently developed. The changes in populations of other non-pathogenic bacteria (actinomycetes) were monitored alongside the pathogenic species. This was done to test the hypothesis that the ratio of pathogenic : non-pathogenic bacteria is important in scab control. In the field trials, the build -up of pathogenic Streptomyces species on initiating tubers and the resulting common scab levels varied from field to field and appeared to be inversely related to the total actinomycete activity of the soil during tuber initiation. Non-water based control measures (soil amendments with sulphur or rapeseed meal) did not have consistent beneficial effects in reducing common scab on tubers. Work to study the effects of irrigation timing and frequency on scab incidence and severity; and methods to study the whole microbial community on tuber peel were developed further in projects R429 and R448.  The project was sponsored by Defra through the Sustainable Arable LINK programme with funding from the AHDB Potatoes, Cobrey Farms, Branston Ltd, QV Foods Ltd and Wroot Water Systems. Key Words common scab, irrigation, Streptomyces"	"146"	"Elphinstone, John"	"-1"	"-1"	"CUF"
